title,genre,price,star_rating,stock_availability,book_image,last_updated_at_UTC
The Silent Wife,Fiction,12.34,Five,In stock,https://books.toscrape.com/media/cache/9b/a3/9ba37429e4a2307fe0b2f4f4162dd636.jpg,07-Jun-2022 14:25:10
The Bette Davis Club,Fiction,30.66,Three,In stock,https://books.toscrape.com/media/cache/23/08/2308bf77130cf0a917642d82dbf4be05.jpg,07-Jun-2022 14:25:10
Kitchens of the Great Midwest,Fiction,57.20,Five,In stock,https://books.toscrape.com/media/cache/5e/37/5e379c1cc7003127bc74257a1b721540.jpg,07-Jun-2022 14:25:10
Bright Lines,Fiction,39.07,Five,In stock,https://books.toscrape.com/media/cache/12/43/1243e7eb614f57f0e4cfee80553fa312.jpg,07-Jun-2022 14:25:10
Birdsong: A Story in Pictures,Childrens,54.64,Three,In stock,https://books.toscrape.com/media/cache/af/6e/af6e796160fe63e0cf19d44395c7ddf2.jpg,07-Jun-2022 14:25:11
The Bear and the Piano,Childrens,36.89,One,In stock,https://books.toscrape.com/media/cache/cf/bb/cfbb5e62715c6d888fd07794c9bab5d6.jpg,07-Jun-2022 14:25:11
The Secret of Dreadwillow Carse,Childrens,56.13,One,In stock,https://books.toscrape.com/media/cache/c4/a2/c4a2a1a026c67bcceb5a411c724d7d0c.jpg,07-Jun-2022 14:25:11
The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,Childrens,58.08,Four,In stock,https://books.toscrape.com/media/cache/26/32/2632a1e12f2c085fabbe022ae4cd6933.jpg,07-Jun-2022 14:25:11
Little Red,Childrens,13.47,Three,In stock,https://books.toscrape.com/media/cache/80/25/8025b80a40178f2a6dd4f99ad88e0fba.jpg,07-Jun-2022 14:25:11
Walt Disney's Alice in Wonderland,Childrens,12.96,Five,In stock,https://books.toscrape.com/media/cache/28/50/2850439c2ba103fb69dba9cd2dd9f0c2.jpg,07-Jun-2022 14:25:11
Twenty Yawns,Childrens,22.08,Two,In stock,https://books.toscrape.com/media/cache/2b/38/2b380f77723c797c0389f978afa6db58.jpg,07-Jun-2022 14:25:11
Rain Fish,Childrens,23.57,Three,In stock,https://books.toscrape.com/media/cache/bb/e2/bbe26db72b8a32117bfe4981b7cc8147.jpg,07-Jun-2022 14:25:11
Once Was a Time,Childrens,18.28,Two,In stock,https://books.toscrape.com/media/cache/97/12/971212afa8e4ff49d92f678bc889d8b7.jpg,07-Jun-2022 14:25:11
Luis Paints the World,Childrens,53.95,Three,In stock,https://books.toscrape.com/media/cache/85/e7/85e75d5a9309da5807c82decf3d90263.jpg,07-Jun-2022 14:25:11
Nap-a-Roo,Childrens,25.08,One,In stock,https://books.toscrape.com/media/cache/27/1f/271faa1d7561473974d12803feb1f0a1.jpg,07-Jun-2022 14:25:11
The Whale,Childrens,35.96,Four,In stock,https://books.toscrape.com/media/cache/6c/18/6c18ea03e294bfcfe07cf531c6c5f5b3.jpg,07-Jun-2022 14:25:11
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",Childrens,52.87,Three,In stock,https://books.toscrape.com/media/cache/4f/1e/4f1ece2500f8dbacecca42d57befca03.jpg,07-Jun-2022 14:25:11
Raymie Nightingale,Childrens,34.41,Two,In stock,https://books.toscrape.com/media/cache/8f/66/8f66ec46e671d6fca79649c10c7c8f8a.jpg,07-Jun-2022 14:25:11
Playing from the Heart,Childrens,32.38,One,In stock,https://books.toscrape.com/media/cache/1c/eb/1cebdf525ebe970a1dc3c5a8c50eae6b.jpg,07-Jun-2022 14:25:11
Maybe Something Beautiful: How Art Transformed a Neighborhood,Childrens,22.54,One,In stock,https://books.toscrape.com/media/cache/c0/bb/c0bb6e42743b9c1aaf9b754501100a5d.jpg,07-Jun-2022 14:25:11
The Wild Robot,Childrens,56.07,Three,In stock,https://books.toscrape.com/media/cache/bf/db/bfdbf9726621276fc7821d705690dbae.jpg,07-Jun-2022 14:25:11
The Thing About Jellyfish,Childrens,48.77,One,In stock,https://books.toscrape.com/media/cache/e0/90/e090748ce5a567207aed9185c97eb34b.jpg,07-Jun-2022 14:25:11
The Lonely Ones,Childrens,43.59,Five,In stock,https://books.toscrape.com/media/cache/21/bd/21bdf7ae21476b1debf4aa3eefe6f29d.jpg,07-Jun-2022 14:25:11
The Day the Crayons Came Home (Crayons),Childrens,26.33,Five,In stock,https://books.toscrape.com/media/cache/ec/08/ec08efebaa33a403e54080b48c139794.jpg,07-Jun-2022 14:25:11
The Cat in the Hat (Beginner Books B-1),Childrens,16.26,Two,In stock,https://books.toscrape.com/media/cache/9b/f1/9bf106306301a44635aa7bd381c84e4d.jpg,07-Jun-2022 14:25:13
Red: The True Story of Red Riding Hood,Childrens,28.54,Three,In stock,https://books.toscrape.com/media/cache/70/4e/704e81b05e56dd84ecf607ea283952db.jpg,07-Jun-2022 14:25:13
Horrible Bear!,Childrens,37.52,Two,In stock,https://books.toscrape.com/media/cache/d2/63/d26337dee5c0b13b56b7aea59d611570.jpg,07-Jun-2022 14:25:13
Green Eggs and Ham (Beginner Books B-16),Childrens,10.79,Four,In stock,https://books.toscrape.com/media/cache/3a/0e/3a0e75e4f758f90a80965869afbe41b4.jpg,07-Jun-2022 14:25:13
Counting Thyme,Childrens,10.62,One,In stock,https://books.toscrape.com/media/cache/e0/ae/e0ae97753a73b88b61b13b19977613dc.jpg,07-Jun-2022 14:25:13
Are We There Yet?,Childrens,10.66,Three,In stock,https://books.toscrape.com/media/cache/f8/be/f8be3238a1cf039a3e7d50de1d4c2cfd.jpg,07-Jun-2022 14:25:13
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),Childrens,52.88,Four,In stock,https://books.toscrape.com/media/cache/47/16/47160ff71abe23cb52968b3d1b9b7988.jpg,07-Jun-2022 14:25:13
Matilda,Childrens,28.34,One,In stock,https://books.toscrape.com/media/cache/03/47/0347bd215f4813edd81c2cd76bab53ca.jpg,07-Jun-2022 14:25:13
Charlie and the Chocolate Factory (Charlie Bucket #1),Childrens,22.85,Three,In stock,https://books.toscrape.com/media/cache/d6/cc/d6cc0c66e34dfc214b406208bbaf18e2.jpg,07-Jun-2022 14:25:13
"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",Religion,37.97,Two,In stock,https://books.toscrape.com/media/cache/95/30/953013d044aa313cc162dec414f3969a.jpg,07-Jun-2022 14:25:14
You Are What You Love: The Spiritual Power of Habit,Religion,21.87,Four,In stock,https://books.toscrape.com/media/cache/6b/70/6b70f2cdb17d9ab7551240a88b9211fe.jpg,07-Jun-2022 14:25:14
God: The Most Unpleasant Character in All Fiction,Religion,30.03,Five,In stock,https://books.toscrape.com/media/cache/1f/db/1fdb125bcb8cee71f3404b4dc293348c.jpg,07-Jun-2022 14:25:14
The Book of Mormon,Religion,24.57,Three,In stock,https://books.toscrape.com/media/cache/83/db/83dbf86eb0fed1d99de2148eac4eb064.jpg,07-Jun-2022 14:25:14
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Religion,27.62,One,In stock,https://books.toscrape.com/media/cache/71/91/7191a7d76eb6c3a18259541e2c038ae3.jpg,07-Jun-2022 14:25:14
The Bhagavad Gita,Religion,57.49,Three,In stock,https://books.toscrape.com/media/cache/4e/69/4e69dacc99de838814d0f65c94e67f6c.jpg,07-Jun-2022 14:25:14
Choosing Our Religion: The Spiritual Lives of America's Nones,Religion,28.42,Four,In stock,https://books.toscrape.com/media/cache/df/ab/dfabeab158046237ddb6b713b794909f.jpg,07-Jun-2022 14:25:14
Worlds Elsewhere: Journeys Around Shakespeare’s Globe,Nonfiction,40.30,Five,In stock,https://books.toscrape.com/media/cache/2e/98/2e98c332bf8563b584784971541c4445.jpg,07-Jun-2022 14:25:15
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Nonfiction,31.05,Three,In stock,https://books.toscrape.com/media/cache/38/c5/38c56fba316c07305643a8065269594e.jpg,07-Jun-2022 14:25:15
Reasons to Stay Alive,Nonfiction,26.41,Two,In stock,https://books.toscrape.com/media/cache/cb/bd/cbbdb0222ee8a0f6ab61657412a15794.jpg,07-Jun-2022 14:25:15
#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,Nonfiction,23.11,Five,In stock,https://books.toscrape.com/media/cache/9c/46/9c463c7631c82401160fd3b554b8f0e1.jpg,07-Jun-2022 14:25:15
"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",Nonfiction,44.18,Four,In stock,https://books.toscrape.com/media/cache/41/a2/41a20f35adf0caea24f208dc01ad7681.jpg,07-Jun-2022 14:25:15
Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Nonfiction,31.12,Three,In stock,https://books.toscrape.com/media/cache/03/86/038650c9e7517b4baf2a423cd8eed38f.jpg,07-Jun-2022 14:25:15
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Nonfiction,16.77,Three,In stock,https://books.toscrape.com/media/cache/95/64/95647d6a526bf54120b9445e124794e1.jpg,07-Jun-2022 14:25:15
The Gutsy Girl: Escapades for Your Life of Epic Adventure,Nonfiction,37.13,One,In stock,https://books.toscrape.com/media/cache/64/15/641570cd7e7aded53c7d33d78a9629f1.jpg,07-Jun-2022 14:25:15
The Electric Pencil: Drawings from Inside State Hospital No. 3,Nonfiction,56.06,One,In stock,https://books.toscrape.com/media/cache/2e/23/2e236e23ad52aa74505f224f6552eda8.jpg,07-Jun-2022 14:25:15
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Nonfiction,41.83,Four,In stock,https://books.toscrape.com/media/cache/f3/4f/f34ffb24cc21c9f9f52dad4fd8f3ac21.jpg,07-Jun-2022 14:25:15
Reskilling America: Learning to Labor in the Twenty-First Century,Nonfiction,19.83,Two,In stock,https://books.toscrape.com/media/cache/97/f8/97f8debeeaaece9603267653076e760f.jpg,07-Jun-2022 14:25:15
In the Country We Love: My Family Divided,Nonfiction,22.00,Four,In stock,https://books.toscrape.com/media/cache/fe/ea/feeafd2ad7b3077f8e74cbb1da9e3c7d.jpg,07-Jun-2022 14:25:15
Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,Nonfiction,54.35,Two,In stock,https://books.toscrape.com/media/cache/64/94/6494bf61176ca73b61255909230030be.jpg,07-Jun-2022 14:25:15
Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,Nonfiction,29.14,Five,In stock,https://books.toscrape.com/media/cache/88/9e/889e0bac4c7c0e7178f0165b8d3b4617.jpg,07-Jun-2022 14:25:15
Algorithms to Live By: The Computer Science of Human Decisions,Nonfiction,30.81,One,In stock,https://books.toscrape.com/media/cache/23/b4/23b42e094c02d52b14b11a960d49610e.jpg,07-Jun-2022 14:25:15
The Power of Now: A Guide to Spiritual Enlightenment,Nonfiction,43.54,Two,In stock,https://books.toscrape.com/media/cache/03/38/0338682e76bad3216cd4c6c28b2b625a.jpg,07-Jun-2022 14:25:15
The Omnivore's Dilemma: A Natural History of Four Meals,Nonfiction,38.21,Two,In stock,https://books.toscrape.com/media/cache/14/f3/14f3d525e2a114cd71e27201a16af188.jpg,07-Jun-2022 14:25:15
The Genius of Birds,Nonfiction,17.24,One,In stock,https://books.toscrape.com/media/cache/13/57/1357c6aa40c9e63d2f931927fbf81f3f.jpg,07-Jun-2022 14:25:15
The Artist's Way: A Spiritual Path to Higher Creativity,Nonfiction,38.49,Five,In stock,https://books.toscrape.com/media/cache/0e/6d/0e6dc2484322c5b9e7854ced66fdf62d.jpg,07-Jun-2022 14:25:15
So You've Been Publicly Shamed,Nonfiction,12.23,Two,In stock,https://books.toscrape.com/media/cache/6e/d4/6ed4991d97f60db29ec7b421e61a2cf3.jpg,07-Jun-2022 14:25:15
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Nonfiction,19.43,Three,In stock,https://books.toscrape.com/media/cache/55/ce/55ced903becc59121d6edb47a4dcfb56.jpg,07-Jun-2022 14:25:17
Big Magic: Creative Living Beyond Fear,Nonfiction,30.80,Three,In stock,https://books.toscrape.com/media/cache/62/ad/62ad9b4077416ddc0c4908062bca0e5e.jpg,07-Jun-2022 14:25:17
Becoming Wise: An Inquiry into the Mystery and Art of Living,Nonfiction,27.43,Two,In stock,https://books.toscrape.com/media/cache/ff/69/ff69c96b05affa03f647287e46210bf9.jpg,07-Jun-2022 14:25:17
Agnostic: A Spirited Manifesto,Nonfiction,12.51,Five,In stock,https://books.toscrape.com/media/cache/9f/fc/9ffc43826233092d2acb4414f86627eb.jpg,07-Jun-2022 14:25:17
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,Nonfiction,38.20,Four,In stock,https://books.toscrape.com/media/cache/ba/36/ba368dfb2b6ae9979ff59d049c626167.jpg,07-Jun-2022 14:25:17
What's It Like in Space?: Stories from Astronauts Who've Been There,Nonfiction,19.60,Two,In stock,https://books.toscrape.com/media/cache/43/b7/43b70859e93901b019791cef86539ffc.jpg,07-Jun-2022 14:25:17
The Year of Magical Thinking,Nonfiction,43.04,Two,In stock,https://books.toscrape.com/media/cache/bf/e5/bfe526c22c7c08235c27a6474ebb4db9.jpg,07-Jun-2022 14:25:17
The Literature Book (Big Ideas Simply Explained),Nonfiction,17.43,Three,In stock,https://books.toscrape.com/media/cache/9e/ea/9eea51ac4a15d18aa976be459da30c47.jpg,07-Jun-2022 14:25:17
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,Nonfiction,15.77,One,In stock,https://books.toscrape.com/media/cache/88/90/8890073a9c9e3bb696f6baa84fb4dd95.jpg,07-Jun-2022 14:25:17
Swell: A Year of Waves,Nonfiction,45.58,One,In stock,https://books.toscrape.com/media/cache/10/28/1028b2cf417e49dc1c14609e437a98e0.jpg,07-Jun-2022 14:25:17
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,Nonfiction,21.95,Two,In stock,https://books.toscrape.com/media/cache/b5/6f/b56ff04effb66fe701a22abd4a7f1667.jpg,07-Jun-2022 14:25:17
Looking for Lovely: Collecting the Moments that Matter,Nonfiction,29.14,Five,In stock,https://books.toscrape.com/media/cache/61/1e/611e1804ad968e309a5f788d4ebc1cb4.jpg,07-Jun-2022 14:25:17
Let It Out: A Journey Through Journaling,Nonfiction,26.79,Five,In stock,https://books.toscrape.com/media/cache/51/fc/51fcd3e9384894e6a53a753d2ab856ee.jpg,07-Jun-2022 14:25:17
Hamilton: The Revolution,Nonfiction,58.79,Three,In stock,https://books.toscrape.com/media/cache/34/ef/34ef0844cb1fbca6ab73444087fcf0e6.jpg,07-Jun-2022 14:25:17
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",Nonfiction,15.06,Four,In stock,https://books.toscrape.com/media/cache/11/e2/11e227bdb5fe8b43dcc2366a157a47c2.jpg,07-Jun-2022 14:25:17
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",Nonfiction,51.75,Five,In stock,https://books.toscrape.com/media/cache/b1/e1/b1e15eef42c0d71596f9f9ad4e9f48b0.jpg,07-Jun-2022 14:25:17
Buying In: The Secret Dialogue Between What We Buy and Who We Are,Nonfiction,37.80,Four,In stock,https://books.toscrape.com/media/cache/f2/fa/f2faa289117546efa0b4068a07778ab0.jpg,07-Jun-2022 14:25:17
Brain on Fire: My Month of Madness,Nonfiction,49.32,Five,In stock,https://books.toscrape.com/media/cache/88/aa/88aad1204951e0900906173b086e6695.jpg,07-Jun-2022 14:25:17
Abstract City,Nonfiction,56.37,Five,In stock,https://books.toscrape.com/media/cache/e7/70/e77019ebd71bcf6badb085bddf47c413.jpg,07-Jun-2022 14:25:17
13 Hours: The Inside Account of What Really Happened In Benghazi,Nonfiction,27.06,One,In stock,https://books.toscrape.com/media/cache/15/f7/15f78e0b04feb9b94e88865803cb5e9e.jpg,07-Jun-2022 14:25:17
The Lonely City: Adventures in the Art of Being Alone,Nonfiction,33.26,Two,In stock,https://books.toscrape.com/media/cache/5c/5e/5c5e527fea6b17199773bb175b515aee.jpg,07-Jun-2022 14:25:18
The Diary of a Young Girl,Nonfiction,59.90,Three,In stock,https://books.toscrape.com/media/cache/83/d5/83d5526864a108d27fd4b03dd31ec18b.jpg,07-Jun-2022 14:25:18
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,Nonfiction,21.21,Three,In stock,https://books.toscrape.com/media/cache/2a/f3/2af39796852729270fb23e05a662a42c.jpg,07-Jun-2022 14:25:18
Furiously Happy: A Funny Book About Horrible Things,Nonfiction,41.46,Four,In stock,https://books.toscrape.com/media/cache/ab/2a/ab2ae4f02aa46271b4bfc77494039fc6.jpg,07-Jun-2022 14:25:18
"The Sleep Revolution: Transforming Your Life, One Night at a Time",Nonfiction,11.68,Four,In stock,https://books.toscrape.com/media/cache/3d/c5/3dc5455313710cf7055c060114e25bf0.jpg,07-Jun-2022 14:25:18
"Mother, Can You Not?",Nonfiction,16.89,Five,In stock,https://books.toscrape.com/media/cache/ae/03/ae03f5d4d4c2ee038ac4c4ce9b71e592.jpg,07-Jun-2022 14:25:18
A Mother's Reckoning: Living in the Aftermath of Tragedy,Nonfiction,19.53,Three,In stock,https://books.toscrape.com/media/cache/28/58/285861a80930ffa7521dcb8bd19656e9.jpg,07-Jun-2022 14:25:18
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Nonfiction,24.57,Two,In stock,https://books.toscrape.com/media/cache/40/b2/40b246cf12df5345dc0371c040fddb4b.jpg,07-Jun-2022 14:25:18
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,Nonfiction,35.92,Two,In stock,https://books.toscrape.com/media/cache/5e/76/5e76a5026bd17a5b484ae2a60eec0542.jpg,07-Jun-2022 14:25:18
"Zero to One: Notes on Startups, or How to Build the Future",Nonfiction,34.06,Three,In stock,https://books.toscrape.com/media/cache/f4/8e/f48ee738bc992a68d08eadcb4338a547.jpg,07-Jun-2022 14:25:18
Why Not Me?,Nonfiction,17.76,One,In stock,https://books.toscrape.com/media/cache/31/a6/31a61c2587add91e55a85fec33e93d15.jpg,07-Jun-2022 14:25:18
When Breath Becomes Air,Nonfiction,39.36,Two,In stock,https://books.toscrape.com/media/cache/39/a5/39a5f0d3280010ca400eb4f5d262b950.jpg,07-Jun-2022 14:25:18
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",Nonfiction,28.45,Four,In stock,https://books.toscrape.com/media/cache/82/6c/826c590f552ce717a2972649350c8030.jpg,07-Jun-2022 14:25:18
Smarter Faster Better: The Secrets of Being Productive in Life and Business,Nonfiction,38.89,Five,In stock,https://books.toscrape.com/media/cache/21/88/21889b1eddaec853b02a41bdd06eef54.jpg,07-Jun-2022 14:25:18
Rising Strong,Nonfiction,21.82,Three,In stock,https://books.toscrape.com/media/cache/3b/f3/3bf3c719382c03984ab9766803bed964.jpg,07-Jun-2022 14:25:18
Man's Search for Meaning,Nonfiction,29.48,Three,In stock,https://books.toscrape.com/media/cache/ed/ff/edffa2eec8d96b8ddcd53d5c2eff8453.jpg,07-Jun-2022 14:25:18
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",Nonfiction,25.06,Two,In stock,https://books.toscrape.com/media/cache/6d/1b/6d1b236549b8d5bc9e20786a25b7e7d1.jpg,07-Jun-2022 14:25:18
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,Nonfiction,12.55,Three,In stock,https://books.toscrape.com/media/cache/c9/76/c9767187068d80827d0967225ce3925d.jpg,07-Jun-2022 14:25:18
I Will Find You,Nonfiction,44.21,One,In stock,https://books.toscrape.com/media/cache/87/28/8728f8880e95b848021f6a9b3dcd07ca.jpg,07-Jun-2022 14:25:18
Brazen: The Courage to Find the You That's Been Hiding,Nonfiction,19.22,Two,In stock,https://books.toscrape.com/media/cache/3a/4f/3a4fb30cfc5742f4726bc9f807b66cda.jpg,07-Jun-2022 14:25:18
Between the World and Me,Nonfiction,56.91,Four,In stock,https://books.toscrape.com/media/cache/73/45/7345c412c4c821f131d3c159e027c3a0.jpg,07-Jun-2022 14:25:20
Being Mortal: Medicine and What Matters in the End,Nonfiction,55.06,Four,In stock,https://books.toscrape.com/media/cache/c7/7f/c77fdad22e40b8b923ec6c5b1f5a740f.jpg,07-Jun-2022 14:25:20
"A Murder Over a Girl: Justice, Gender, Junior High",Nonfiction,13.20,Three,In stock,https://books.toscrape.com/media/cache/56/31/56313728d302c83f2a8c70fba635ce33.jpg,07-Jun-2022 14:25:20
For the Love: Fighting for Grace in a World of Impossible Standards,Nonfiction,45.13,Three,In stock,https://books.toscrape.com/media/cache/a7/d8/a7d8fda2a874567aab8f61b2b141a5e2.jpg,07-Jun-2022 14:25:20
Finding God in the Ruins: How God Redeems Pain,Nonfiction,46.64,Two,In stock,https://books.toscrape.com/media/cache/ae/2c/ae2ce9662ed6da3de501ff87551ccb2d.jpg,07-Jun-2022 14:25:20
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Nonfiction,59.45,Four,In stock,https://books.toscrape.com/media/cache/92/fe/92fe1c1823653412fe68be2c525dfc3a.jpg,07-Jun-2022 14:25:20
In Cold Blood,Nonfiction,49.98,Four,In stock,https://books.toscrape.com/media/cache/eb/4e/eb4ea9c04dccab509451ba31feb6b4e8.jpg,07-Jun-2022 14:25:20
"Girl, Interrupted",Nonfiction,42.14,Three,In stock,https://books.toscrape.com/media/cache/f9/ec/f9ec97bd8b29cc4e36d6c2b093d04709.jpg,07-Jun-2022 14:25:20
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,Nonfiction,48.67,Two,In stock,https://books.toscrape.com/media/cache/16/f5/16f545b2e14c16ed4bd0e098a0700b57.jpg,07-Jun-2022 14:25:20
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,Nonfiction,25.15,Four,In stock,https://books.toscrape.com/media/cache/07/8b/078b934613af473daf7ecf918e05d050.jpg,07-Jun-2022 14:25:20
My Mother Was Nuts,Nonfiction,31.63,Four,In stock,https://books.toscrape.com/media/cache/9b/b4/9bb42bf833e91193ca05badddded4bfb.jpg,07-Jun-2022 14:25:20
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",Nonfiction,32.35,Three,In stock,https://books.toscrape.com/media/cache/1f/d8/1fd8340d9b3fd95861f0407b4dbb0fa7.jpg,07-Jun-2022 14:25:20
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,Nonfiction,38.71,Three,In stock,https://books.toscrape.com/media/cache/2d/32/2d32efe1c5f97510596a2cc21c5daf5d.jpg,07-Jun-2022 14:25:20
The Gunning of America: Business and the Making of American Gun Culture,Nonfiction,16.81,Four,In stock,https://books.toscrape.com/media/cache/28/a8/28a8784d0b38b148a35bce421dc16910.jpg,07-Jun-2022 14:25:20
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Nonfiction,28.23,Two,In stock,https://books.toscrape.com/media/cache/bd/a0/bda0fa21e6d06862920c0eedecc6201e.jpg,07-Jun-2022 14:25:20
God Is Not Great: How Religion Poisons Everything,Nonfiction,27.80,One,In stock,https://books.toscrape.com/media/cache/d2/80/d280aed3d0c46653a9c33f76559e9e6d.jpg,07-Jun-2022 14:25:20
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,Nonfiction,31.95,Three,In stock,https://books.toscrape.com/media/cache/f6/52/f65271ce557e9192537e24847bbb1210.jpg,07-Jun-2022 14:25:20
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,Nonfiction,50.66,Three,In stock,https://books.toscrape.com/media/cache/ab/ac/abac4222af5cc296b704a0e5df82e162.jpg,07-Jun-2022 14:25:20
"Unstuffed: Decluttering Your Home, Mind, and Soul",Nonfiction,58.09,One,In stock,https://books.toscrape.com/media/cache/14/07/1407c2d6318956b10abd970c2e83154d.jpg,07-Jun-2022 14:25:20
Under the Banner of Heaven: A Story of Violent Faith,Nonfiction,30.00,One,In stock,https://books.toscrape.com/media/cache/14/2f/142f99787241bb65e031a76e74e14d1b.jpg,07-Jun-2022 14:25:20
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",Nonfiction,53.51,One,In stock,https://books.toscrape.com/media/cache/77/bc/77bcc3cde72998ee488ac169f7e4e540.jpg,07-Jun-2022 14:25:21
The Name of God is Mercy,Nonfiction,37.25,Two,In stock,https://books.toscrape.com/media/cache/d2/41/d241ca89679593a589a6614162ab6eb6.jpg,07-Jun-2022 14:25:21
Stiff: The Curious Lives of Human Cadavers,Nonfiction,36.74,Three,In stock,https://books.toscrape.com/media/cache/a0/a0/a0a013b029130df92073f547df83ee5c.jpg,07-Jun-2022 14:25:21
Spilled Milk: Based on a True Story,Nonfiction,49.51,One,In stock,https://books.toscrape.com/media/cache/a8/0d/a80d4310cab08a3660149fd3f2cf15c7.jpg,07-Jun-2022 14:25:21
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Nonfiction,41.67,Four,In stock,https://books.toscrape.com/media/cache/05/42/05428b0c7b79d0dbc521fd621e754083.jpg,07-Jun-2022 14:25:21
Outliers: The Story of Success,Nonfiction,14.16,One,In stock,https://books.toscrape.com/media/cache/70/37/70372ab3240019fbe2de6cd407c98675.jpg,07-Jun-2022 14:25:21
Notes from a Small Island (Notes From a Small Island #1),Nonfiction,40.17,One,In stock,https://books.toscrape.com/media/cache/61/39/61393c43f7caaccaa07daccaa8530736.jpg,07-Jun-2022 14:25:21
Night (The Night Trilogy #1),Nonfiction,13.51,One,In stock,https://books.toscrape.com/media/cache/e3/cc/e3ccf96311f9c1b9e9ecc80e16c05f4e.jpg,07-Jun-2022 14:25:21
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",Nonfiction,57.83,One,In stock,https://books.toscrape.com/media/cache/7c/8e/7c8ea0cef3825cc6ddae55267c55a59e.jpg,07-Jun-2022 14:25:21
Letter to a Christian Nation,Nonfiction,22.20,One,In stock,https://books.toscrape.com/media/cache/74/c2/74c2893188f917409ba564d46f481f77.jpg,07-Jun-2022 14:25:21
Let's Pretend This Never Happened: A Mostly True Memoir,Nonfiction,45.11,One,In stock,https://books.toscrape.com/media/cache/78/e1/78e1b9ccc99ba11d78015f0a18f0b421.jpg,07-Jun-2022 14:25:21
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,Nonfiction,42.38,One,In stock,https://books.toscrape.com/media/cache/fa/36/fa3659740e31eb57775cc2647654bf11.jpg,07-Jun-2022 14:25:21
Into the Wild,Nonfiction,56.70,Five,In stock,https://books.toscrape.com/media/cache/e2/ca/e2ca3b870db8071034edea19b1da3de2.jpg,07-Jun-2022 14:25:21
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Nonfiction,28.85,Three,In stock,https://books.toscrape.com/media/cache/25/82/2582a9f11ad68a30e44cc0b459383474.jpg,07-Jun-2022 14:25:21
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Nonfiction,28.88,Two,In stock,https://books.toscrape.com/media/cache/52/7a/527a7d3b9b4928c093cadd75661bf467.jpg,07-Jun-2022 14:25:21
Gratitude,Nonfiction,26.66,Five,In stock,https://books.toscrape.com/media/cache/07/b6/07b673e7d367a5e89418bd513a8d5e72.jpg,07-Jun-2022 14:25:21
Disrupted: My Misadventure in the Start-Up Bubble,Nonfiction,15.28,Five,In stock,https://books.toscrape.com/media/cache/2c/32/2c32dd01215c98fc1f6b176b6a9b3ece.jpg,07-Jun-2022 14:25:21
